김정숙	This study aims to establish the constructs of oral proficiency tests in Korean, which could contribute to development of a large-scale speaking test of Korean. Test tasks of this study are independent discourse production which is suited for semi-direct tests that maximize the practicality of the test while also examining the performance of test takers at an intermediate level. To achieve the goal, this study reviews theories and research related to the constructs of oral proficiency tests in Korean including theories based on communicative competence. This study also investigates and analyzes what kind of abilities an expert group of Korean language educators possess regarding constructs of oral proficiency by establishing their own beliefs about constructs of oral proficiency, then changing the constructs after listening to the utterances of test-takers. Based on this, it suggests seven abilities as constructs of oral proficiency in Korean: task ability, content ability, discourse ability, interaction ability, linguistic ability, sociolinguistic ability, pronunciation ability and delivery ability. (Korea University)
김정숙	As the number of TOPIK(Test of Proficiency in Korean) takers has been soaring, the test location and date is going to be added, which is supposed to cause some difficulties in administering TOPIK such as writing items, executing, scoring. It is necessary for the existing paper-based TOPIK to change into a computer-based one or internet-based one with an item banking system. This study presents how to specify the general information on item which is the fundamental material to introduce an item banking system for Korean proficiency test such as TOPIK. That is, out of information constructing metadata of items of the banking system, the general information on item is developed with detailed specifications. First, 22 factors of general information on item are selected including ‘information process, assessment objective, discourse type, discourse function, and direction type.’ Next, analyzing the items in the previous TOPIK, the detailed item information is rearranged according to the specified factors. Then, reviewing those detailed item information it was reclassified and added with the information left out in accordance with the specified factors to fit introducing an item banking system. The general information on item in each section of reading, listening, and writing of Korean proficiency test is presented in detail.
김정숙	Chungsook Kim. 2017. The Developmental History and Recent Trends of TOPIK: from the 1st TOPIK in 1997 through the 52nd TOPIK in 2016. Journal of Korean Language Education 28-3: 1-24. This article explores the developmental history of TOPIK over the last 20 years and its recent trends. Over the last two decades, TOPIK underwent two major systematic reforms, achieving both quantitative and qualitative growth over the course of its 52 testing sessions. TOPIK has utilized a six-level evaluation system from its inception to the present. The evaluation system was amended from the earlier six-test set - whereby each level corresponded with a separate test (1997~2005: the 1st~9th) - to the three-test set (2006~2014: the 10th~34th), and finally to the two-test set (2014~present: the 35th~42nd). In the earlier exams, abilities in VocabularyÂ· Grammar, Writing, Listening, and Reading were assessed. However, beginning with the 35th TOPIK, abilities in Listening, Reading, and Writing (only in TOPIK II) were assessed and the evaluation of the writing section was changed to a task-based process, improving TOPIK into a more qualified analysis of proficiency. Over the last 20 years, the number of countries TOPIK is administered in has greatly increased from 4 to 73 countries, and the annual number of test-takers has also significantly increased from 2,692 to 250,141. The distribution of proficiency levels of the test-takers has shifted over time - initially “Beginner>Intermediate>Advanced” in the earlier exams, to “Intermediate>Advanced>Beginner” after the mid 2000s - as the number of those studying the Korean language for specific purposes and continuing education increased. Test-takers have indicated a shift in their purpose for taking the exam, initially citing “to assess proficiency” and more recently selecting “to study abroad,” and this could also correlate with changes in the proportion of test-takers’ proficiency level. In general, 85~95% of beginner, 50~65% of intermediate, and 45~60% of advanced test applicants passed the respective proficiency level. To date, no practices have yet been implemented to standardize the difficulty level longitudinally across test sets. (Korea University)
김정숙	Ahn Su-hyun & Kim Chung-sook. 2017. A Study on the Features of Writing Rater in TOPIK Writing Assessment. Journal of Korean Language Education 28-1: 173-196. Writing is a subjective and performative activity. Writing ability has multi-facets and compoundness. To understand the examinees’s writing ability accurately and provide effective writing scores, raters first ought to have the competency regarding assessment. Therefore, this study is significant as a fundamental research about rater’s characteristics on the TOPIK writing assessment. 150 scripts of the 47th TOPIK examinees were selected randomly, and were further rated independently by 20 raters. The many-facet Rasch model was used to generate individualized feedback reports on each rater’s relative severity and consistency with respect to particular categories of the rating scale. This study was analyzed using the FACETS ver 3.71.4 program.Overfit and misfit raters showed many difficulties for noticing the difference between assessment factors and interpreting the criteria. Writing raters appear to have much confusion when interpreting the assessment criteria, and especially, overfit and misfit teachers interpret the criteria arbitrarily. The main reason of overfit and misfit is the confusion about assessment factors and criteria in finding basis for scoring. Therefore, there needs to be more training and research is needed for raters based on this type of writing assessment characteristics. This study is recognized significantly in that it collectively examined writing assessment characteristics of writing raters, and visually confirmed the assessment error aspects of writing assessment. (NIIED, Korea University)
김종훈	This study is an attempt to trace the criteria of distinction for Play in the Moon Country, the volume of poetry by Kim, Soo-Young, which was published in 1959, and pays attention to especially his poems written between 1953 and 1956, which the ratios of inclusion in the volume were same. The poems of Kim, Soo-Young in that time, are characterized with detailed expressions on the surrounding of daily lives and the unknown world. And then, his poems showed clearly undeveloped realities of Korea as well as the possibilities of modernity and universality. The modern western things were invading into the retarded reality, causing sorrows. The feeling sorrow mixed with individual and universal emotion was an expression of hope that it would enter into the unknown world which was set. Even though it might be considered as the poet's own individual feeling, he tried to think of the outside within the Korean reality in the 1950's.
김종훈	This study is an attempt to trace his aesthetic direction for Play in the Moon Country, the volume of poetry by Kim, Soo-Young, which was published in 1959, and pays attention to especially his poems written between 1957 and July 1959. In this period, which can be called the establishment of poetry standards, he attempted to include family and neighbors to the poetic range, adding humor and love. In addition, he attempted to find the origin of poetic language and to secure prospects in unknown world. The meaning of Play in the Moon Country is to preoccupy the characteristics of Kim Soo-young's poems in the 1960s, which affirmed the tradition and history, rediscovered the meaning of love, and conducted linguistic experiments. Therefore, the significance of this study is to add a basis to the view of Kim Soo-young's whole world as continuity and consistency rather than disconnection.
김종훈	Based on Yi Sang’s real life, this study attempted to trace the characteristics and relevance of ‘Ruk-Dan(易斷)’ series and ‘Wi-dok(危篤)’ series published in 1936. In the early winter of 1936, harsh in business, affection, and cold, he broke his habit of writing poetry and showed changed poetic characteristics. The ‘Ruk-Dan(易斷)’ series, released in February, consisted of poems that broke Yi Sang’s practice of releasing poems only in the summer. The reactions to the blood and cold are reflected directly in the poem, and the meaning of Yi Sang’s poems is further enriched by the appearance of an honest and serious speaker based on experience. In October, when he recovered some of his health, he released a series of ‘Wi-dok(危篤)’ experiments with language based on real life. It has two origins. One is the spirit of experimentation originating from Japanese poetry and the ‘A Crow’s-eye-view(烏瞰圖)’ series, and the other is the pain of experience from the ‘Ruk-Dan(易斷)’ series. Yi Sang’s poem reached its aesthetic climax in his last two poem series in 1936.
김종훈	This thesis is a study of the aspect and meaning of 'emotion' appearing in Oh, Jang-hwan 's second and third collection of poems, Tribute and Where I Live. When he released his first collection of poems, Oh, Jang-hwan paid attention to humans and reality as a new literary requirement. The 1920s 'New trend wave' and 'KAPF poetry', which are examples of this, belong to realistic literature, but they also express emotions on the other side of intellectual language. Tribute and Where I Live is an eruption of emotion, which is distinguished from modern poetry of the day and the first collection of poems, The Wall. Tribute is a collection of tragic feelings about the bridle of destiny in the background of the mythical world. Here, hometown is death, and all-around life is youth or life. The sorrow stemming from the perception of the fundamental world was the aesthetics of modern poetry as he understood it. In Where I Live, both the range of the emotional object and the type of emotional expression were expanded. Interest in common realities such as solidarity and anticipation is shown in the collection. Where I Live is a collection of poems that serves as a stepping stone from the past to the future, from individuals to society, from vanity to pride. Oh Jang-hwan paid attention to human beings in Tribute, attention to reality in Where I Live and gave order to the characteristics of his somewhat distracted collections.
김혜령	This paper analyzes meaning of first person pronouns based on analysis of meaning conditions. first person pronouns have meaning that speaker represents speaker’s own self in common. However they have difference of meaning through relationships of speaker and hearer. This character is explained by analysis of meaning conditions. This paper reveals meanings and meaning conditions of first person pronouns ‘na’, ‘woori’, ‘jeo’ and ‘jeohui’. The meaning and its condition of ‘na’ is the basics of the other first person pronouns. In terms of ‘jeo’, is added relation of speaker and hearer and attitude of speaker in meaning condition of ‘na’. ‘Woori’ and ‘jeohui’ is the plural form of ‘na’ and ‘jeo’. Similarities of meaning and its conditions are found, whereas differences of meaning on account of the meaning condition are found in sociocultural context.
김혜령	This paper shows that there are expressions based on proverbs. Semantic characteristics of proverbs are metaphoric, satiric and instructive. This is, because of proverbs are to function as a lexeme. An expressions based on a proverb has an intimate relationship formally and semantically with the proverb. Expressions based on proverbs are classified as; One is a expression that uses words in a proverb, the other is a expression that does not use words in a proverb. The fixedness of proverb has been weakened, then proper parts are divided. The divided parts are expressions based on proverbs. The independence of expressions based on a proverbs is strengthened by inference of similarity. Expressions based on proverbs has a metaphoric characteristic, not satiric and instructive characteristic.
김흥규	This paper aims to show some issues on Sejong Corpus of Historical Korean, and to suggest some accordant solutions. Not being big enough, the corpus must be highly verified with the original texts for a quantative method to be run through. Then it will also allow the corpus to be a handy reference of the original texts for the word or phrase the retriever is looking at. In case of the latter, it would be better when there is a system which links the text of the corpus to the image of it.
노정은	This study has aim of finding a linguistic way for students in multi-cultural family to improve mathematical performance capability facing with math word problems. To solve math word problems, students are not only influenced by mathematical factor, but also influenced by linguistic one. In this sense, we focused on the math word problems presented in the third-grade math book, and tried to find distinct features and problems of them. As a result, we found that vocabulary not mostly used and complicated sentences having many phrases were seen frequently. Also, mathematical terms presented in every chapter should be taught in advance because they are core contents. In this study, we propose a step approach for the students and set up three steps of basic calculation capability, enhancing their linguistic adaptability, and actual solving of math word problems.
노정은	The purpose of this study is to investigate the effect of the expression-driven literature therapy program on the interpersonal competency of university students. For this, it was to examine the interpersonal capacity before and after the literacy therapy program. Literature therapy program was modified by Kim Sung-bum(2015)'s expression-driven literature therapy program. The subjects of this study were 16 students from Jeonbuk W-university and 8 students were assigned to experimental group and control group.The results showed that the expression-driven literature therapy program improves the sensitivity of the interpersonal relationship of university students to the degree that they see and feel about others, while reducing the sense of distance when communicating with others. And it helps to express in better direction.Therefore, it is meaningful that this study proved that the expression-driven literature therapy program is reconstructed and implemented to improve the interpersonal relationship of university students. In addition, it is significant that university students helped them to improve their relationship with others by understanding themselves.
노정은	This study is aimed at implementing and verifying the effect of affirmation psychology program based on mindfulness on psychological well-being of adolescents. For this, researchers developed and revised the program through considering the preceding researches and professionals investigation after designing that program.The experiment was designed by experimental and controlled group with 100 students of middle school in second grade. The affirmation psychology program developed by researchers was applied and implemented by each 50 minutes to experimental group, totally 10 sessions.The results of this study are as follows. The students participated in this program were improved significantly in the aspect of psychological well-being comparing the students who were not involved at this program. Friend relationship, control of environment, personal growth, the optimistic thinking, the purpose of life, positive self-awareness, self-assertiveness, and internal attribution of the students in experimental group were improved significantly.
노정은	The purpose of this study is to analyze the patterns of language use shown in information delivery presentations materials written by foreign undergraduates. To accomplish this, a total of 24 information delivery presentations were collected over the first and second semesters of the 2016 academic year. The data analysis was based on four dimensions: composition, content presentation, language expression, and readability editing. As a result of the analysis, it was found that there was a lack of awareness of introduction, main text, conclusion, reference, and title presentation when composing a presentation at the composition level while the contents was reviewed by classifying the type of failure to suggest summary. In the language expression level, informal expressions, translation expressions, expressions that are not used in the academic discourse community are used. In the editing the readability level, we can see that it should be constructed to help the audience understand the contents considering the them.
노정은	The purpose of this study is to develop an online teacher training program for teachers who have difficulty in teaching their learning habits. For this purpose, the subordinate factors of learning habits are summarized in order to assure the systematicity of the learning habits instruction, and the study habits are made accessible by the areas. The purpose of this study was to analyze the practice and needs of teachers' learning habits and to analyze the IPA analysis.PBL understands the problem situation after encountering the problem situation, looks for a solution to solve it, applies it to other cases, and makes it possible to solve the problem through reflection and evaluation process. Through this, it is possible to understand the problem situation facing the students who are under-learning in the field, understand the cause of the problem, understand the problem of understanding the situation of the student, find the solution needed to teach the learning habits, apply to similar cases, This course enables the training of learning habits through training.
신지영	This paper re-visits the meaning of 喉 (hu) in the Hunminjeongeum Haerye. It aims to show the problems and limitations in understanding hu sound in the current theoretical discussions on this sound as well as the alternative view on 喉 (hu). In doing so, this paper develops an in-depth analysis on ‘a’ sound (molar), ‘seol’ sound (lingual), ‘sun’ sound (labial), ‘chi’ sound (incisor) and ‘hu’ sound (described as laryngeal sounds thus far). We shows that hu sound is in fact not made in the larynx nor the glottis but is articulated at the edge of oral cavity in the ㄱ-shaped passage created by the oral and glottal cavities. This representation of hu sound helps our understanding of the Hunminjeongeum Haerye. Firstly, we can better understand the meaning of ‘sel-geun-pye-hwu’ (舌根閉喉), which refers to the shape of the root of the tongue blocking the pharynx. Secondly, we can demonstrate the phonetic similarity between the old iung ( ) and the iung (ㅇ). Thirdly, we can also understand why iung (ㅇ) is used underneath the labial as in ㅸ and why it is mentioned that there are many hu sound in the Hunminjeongeum. Finally, we can explain the phonetic similarities between ㅇ and ㆆ.
신지영	Objectives:The C-unit is a basic unit for school-aged children's spoken language analysis, and was developed for English speaking children.The purpose of this paper is to provide a guide for C-unit and clause segmentation applicable to Korean and to analyze school-aged children's narrative and yield the reliability. Methods: A total of 48 typically developing children in grade 1, 3, and 5 participated in this study. They were asked to generate narratives and the narratives were recorded and transcribed. The narratives were analyzed based on a new version of the segmentation guide in the number of eojeol (a Korean morphological unit) and words per C-unit, the number of adnominal clauses, adverbial clauses, nominal clauses and quoted clauses per C-unit and the number of total subordinate clauses and total clauses per C-unit. And interrater agreement was calculated. Results: With the exception of nominal clauses which were infrequently used, all the other measures increased as children moved to higher grades. And a one-way analysis of variance (ANOVA) compared the performance of the three grade groups. There were significant differences among the three grade groups. And interrater agreement of C-unit and clause segmentation between the first researcher and the second researcher was 93.52% and 95.0%, respectively. Conclusion: The results suggest that the elaborate guide for C-unit and clause segmentation for Korean can be a useful tool. School-aged children's syntactic maturity was observed when we applied it to their narratives. And interrater agreement of C-unit and clause segmentation was high.
신지영	
신지영	Individuals with grapheme-color synesthesia experience idiosyncratic colors when viewing achromatic letters or digits. Despite large individual differences in grapheme-color association, synesthetes tend to associate graphemes sharing a perceptual feature with similar synesthetic colors. Sound has been suggested as one such feature. In the present study, we investigated whether graphemes of which representative phonemes have similar phonetic features tend to be associated with analogous synesthetic colors. We tested five Korean multilingual synesthetes on a color-matching task using graphemes from Korean, English, and Japanese orthography. We then compared the similarity of synesthetic colors induced by those characters sharing a phonetic feature. Results showed that graphemes associated with the same phonetic feature tend to induce synesthetic color in both within-and cross-script analyses. Moreover, this tendency was consistent for graphemes that are not transliterable into each other as well as graphemes that are. These results suggest that it is the perceptual-i.e., phonetic-properties associated with graphemes, not just conceptual associations such as transliteration, that determine synesthetic color.
신지영	This paper dealt with how realization of pauses in utterance is affected by speech style, gender, and generation. For this purpose, we analyzed the frequency and duration of pauses. Pauses were categorized into four types: pause with breath, pause with no breath, utterance medial pause, and utterance final pause. Forty-eight subjects living in Seoul were chosen from the Korean Standard Speech Database. All subjects engaged in reading and spontaneous speech, through which we could also compare the realization between the two speech styles. The results showed that utterance final pauses had longer durations than utterance medial pauses. It means that utterance final pause has a function that signals the end of an utterance to the audience. For difference between tasks, spontaneous speech had longer and more frequent pauses because of cognitive reasons. With regard to gender variables, women produced shorter and less frequent pauses. For male speakers, the duration of pauses with breath was significantly longer. Finally, for generation variable, older speakers produced more frequent pauses. In addition, the results showed several interaction effects. Male speakers produced longer pauses, but this gender effect was more prominent at the utterance final position.
신지영	In this paper, we proposed a new academic debating model called 'Jiphyean Debate' as an opening debate system. We pointed out some limitations of the previous academic debates such as pros and cons debate, and stressed the necessity of a new debate model. We proposed the 'Jiphpeon Debate' as a new three-party debating model. We believe that the 'Jiphpeon Debate' model overcomes several limitations of the previous two-party model. As a three-party model, Jiphyeon Debate avoids the inflexible pros and cons opposition and guarantees the communication and cooperation among participants. The main characteristics of the Jiphyeon Debate can be summarized as follows: openness, flexibility, practicality and problem-solving ability. As an educational debate, the Jiphyeon Debate model can help students to have opportunity to exchange diversified views with a respectful attitude and to excercise problem-solving strategies.
신지영	This paper aims at investigating the prosodic markers and morphological markers in spoken Korean. Prosody, especially intonation, has linguistic and paralinguistic meanings in spoken Korean. As is well-known, prosody plays important role in spoken language: it is hard to determine whether a word(or a eojeol) is realized at the sentence final or non-final position without consulting the prosody. Only an exception is that a word(or eojeol) ends with a typical sentence final ending such as ‘–다, -냐, -라, -자’. Therefore, we can categorize two types of endings in Korean: clause terminal endings and sentence terminal endings. A eojeol with a clause terminal ending, which is categorized as a connective ending in the previous studies, terminates a sentence only with a terminal boundary tone. It does not terminates a sentence with a non-terminal boundary tone. On the other hand, a eojeol with a sentence terminal ending, which is categorized as a terminal ending in the previous studies, always terminates a sentence with a unmarked terminal boundary tone. The unmarked terminal boundary tone depends on the ending types: H% for the interrogative ending (e.g. {-냐), L% for the rests. Marked terminal boundary tone with sentence terminal ending only changes paralinguistic modal meaning of the sentence. It does not change the linguistic category of the sentence type, which is realized with the morphological marker(i.e. sentence terminal ending type). Only paralinguistic modal meaning changes in this case. On the other hand, when a eojeol does not end with a sentence terminal ending, a sentence can close off with terminal boundary tone and cannot close off with non-terminal boundary tone. In this case, terminal boundary tone can have linguistic meaning as well as paralinguistic modal meaning.
신지영	The purpose of the paper is to analyse current status of assignment instruction in college classroom, and to suggest points where special attentions need to be paid and require further improvement in order to achieve productive assignment control. A survey for both lecturers and students was conducted to look into how coursework is assigned, accomplished, how feedback and evaluation were given in college classroom today. Meanwhile, interviews of 'excellent lecturer' award winners were conducted to identify what's to be considered and improved in assignment management. The results shown that lecturer needs to have a clear vision of assignment goal and purpose, while timing, evaluation standard and feedback of assignments are important as well. Lecturers believed that successful assignments can help deepen students' understanding towards course contents, to encourage students to apply and extend the course contents and participate actively in class. For students, assignments believed to help deepen understanding towards course contents. Meanwhile fair evaluation and instruction are also important in team assignments.
신지영	Vowel raising in Korean has been primarily treated as a phonological, categorical change. This study aims to show how the Korean connective suffix {-go} is realized in various environments, and propose a principle of vowel raising based on both acoustic and perceptual data. To that end, we used a corpus of spoken Korean to analyze the types of syntactic constructions, the realization of prosodic boundaries (IP and PP), and the types of boundary tone associated with {-go}. It was found that the vowel tends to be raised most frequently in utterance-final position, while in utterance-medial position the vowel was raised more when the syntactic and prosodic distance between {-go} and the following constituent was smaller. The results for boundary tone also showed a correlation between vowel raising and the discourse function of the boundary tone. In conclusion, we propose that vowel raising is not simply an optional phenomenon, but rather a type of phonetic reduction related to the comprehension of the following constituent.
신지영	This study was performed to investigate acoustic characteristics of sustained vowels produced by Seoul Korean speakers. For this study, three hundred nine healthy adults were chosen as participants from Korean Standard Speech Database. These subjects were divided into five chronological age groups (20s, 30s, 40s, 50s, 60–70s) and two gender groups (male and female). Fundamental frequency (f0), jitter, shimmer, and NHR (noise-to-harmonics ratio) was measured with 8 Korean vowels (/ɑ/, /a/, /ʌ/, /e/, /o/, /u/, /ɯ/, /i/) by using Praat. The results showed that the vowel type significantly affected all acoustic parameters. Gender affected f0, jitter, and NHR significantly. The mean female speakers’ f0 was greater than the males’, and the mean jitter and NHR of male speakers was greater than the females’. Moreover, age affected shimmer and NHR significantly; in particular, the shimmer and NHR of elderly speakers was greater than the young speakers.
신지영	This study aims to investigate the acoustic properties of monophthongs from Seoul speakers in their 20s through 60s. Results show that (1) speakers in their 60s exhibit a greater spectral difference between /e/ and /ɛ/ than the other age groups; (2) /ɯ/ is more fronted in speakers younger than 60; (3) more fronting of /ɯ/ is observed in speakers in their 20s than older groups with respect to /a/; and (4) no significant difference is found between /o/ and /u/ in all age groups.
신지영	This paper aims to show how prosody affects efficiency in communication through the case study of two ‘good’(i.e., highly-rated) speakers and two ‘poor’ (i.e., poorly-rated) speakers among 12 speakers whose performance was judged by 100 raters. Each speaker was given materials to talk about 2-3 days ago and then they were asked to talk about one theme given earlier. Their speech was recorded and further prosodic analysis was conducted. In the study, prosodic structure, speech rate (with or without pause) and speech duration as well as location and pattern of pause were measured and analysed.The results of the present study are summarized as follows: The proportion of pause is about 15-16% of the total speech for the highly-rated speaker’s speech, whereas the proportion goes up over 25% in the case of poorly-rated speakers’ speech. In terms of speech rate, the highly-rated speakers produce about 6 syllables per second and their counterparts produce about 5 syllables per second. The highly-rated speakers produce phonological phrases (pp) 10% more but regards the intonational phrase (IP), 10% less compared to the poorly-rated speakers. That is, the highly-rated speakers’ speech were composed of about 70% of PP and 20% of IPs.The poorly-rated speakers also tend to place the pause at the end of IP more frequently than the highly-rated speakers. The average speech length between pauses is found to be longer in the utterance of the highly-rated speakers than the poorly-rated speakers. Yet, the standard deviation of the duration between pauses is larger in the highly-rated speakers’ speech than the poorly-rated speakers’ speech. This study shows some prosodic characteristics of efficient speech. Research on this would be beneficial in language education.
신지영	This paper aims at proposing issues of breath and memory in speech based on the quantitative analysis of breath groups and pause units in Korean. As a human being, we have two kinds of limitations on continuing speech; breath and memory. The prosodic structure and temporal structure of spontaneous speech data from six speakers were closely examined. One of the main findings of the present study is that the prosodic structure and temporal structure of Korean appears to reflect the breath and memory problems in speech.
신지영	This study investigated the interaction between phonological phrase boundary and word frequency variable in Korean speech processing. A word monitoring task was performed to examine the interference caused by the frequency effect of target word depending on whether a phonological phrase is formed within the target word. Frequency of target word (high vs low) and phonological phrase boundary (within target word vs between target words) were applied as between and within subject condition respectively. Our results showed the significant main effect of the phonological phrase boundary and the significant interaction. In the post-hoc analysis, the high-frequency target words were detected significantly faster than the low-frequency target words only in the within phonological phrase boundary condition. Frequency effect in the between phonological phrase boundary condition did not appear. The results indicated that the phonological phrase boundary and word frequency variable played an important role in Korean speech processing. In particular, we discussed the possibility of processing the word frequency at the very early sensory information processing stage based on the interaction of two experimental factors.
신지영	The aim of this paper is to study the morphemization of {Geuraegajigo} based on a spontaneous speech corpus. For this purpose, the distributions, the semantic functions, and the intonational phrase pattterns of the connective {Geuraegajigo} have been analyzed based on the corpus. The results are as follow; at first, coalescence that comes with a morphemization process was found, resulting in many variations. Secondly, there are three functions of it: [Direct/Indirect interrelationship], [Enumerate conjunction], and [Discourse marker]. And this semantic/functional diversity has many similarities with conjunctive adverbs. Lastly, intonational phrase patterns of {Geuraegajigo} accord with those of conjunctive adverbs. Especially, the discourse strategic IP pattern is connected with the short variation type. In conclusion, {Geuraegajigo} has finished turning into a conjunctive adverb through morphemization.
신지영	In this paper, we attempted to discover the correlation between syntactic units and prosodic units. For this purpose, we focused on a syntactic unit “clause,” the highest unit in a sentence, and a prosodic unit “intonational phrase,” the highest unit in an utterance. We analyzed the realization of intonational phrases at non-final clause boundaries, and their prosodic properties in “mal-geul bi-gyo sil-heom II,” a Korean corpus of spontaneous speech. The results showed that the higher the degree of syntactic independency of a clause is, the more frequently an intonational phrase boundary occurs at the clause boundary. Intonational phrases in clauses with higher syntactic independency also have more typical prosodic properties than others in clauses with lower syntactic independency. It is suggested that realization of intonational phrase at a clause boundary shows the recognition of Korean speakers about the syntactic distance between the clauses, and that intonational units in Korean are not realized arbitrarily but systemically.
신지영	This paper deals with how speech rate in Korean is affected by the sociolinguistic factors such as region, gender and generation. Speech rate was quantified as articulation rate (excluding physical pauses) and speaking rate (including physical pauses), both expressed as the number of syllables per second (sps). Other acoustic measures such as pause frequency and duration were also examined. Four hundred twelve subjects were chosen from Korean Standard Speech Database considering their age, gender and region. The result shows that generation has a significant effect on both speaking rate and articulation rate. Younger speakers produce their speech with significantly faster speaking rate and articulation rate than older speakers. Mean duration of total pause interval and the total number of pause of older speakers are also significantly different to those of younger speakers. Gender has a significant effect only on articulation rate, which means male speakers’ speech rate is characterized by faster articulation rate, longer and more frequent pauses. Finally, region has no effect both on speaking and articulation rates.
신지영	The data accumulated in this database will be used to develop a speaker identification system. This may also be appliedtowards, but not limited to, fields of phonetic studies, sociolinguistics, and language pathology. We plan to supplement thelarge-scale speech corpus next year, in terms of research methodology and content, to better answer the needs of diversefields. The purpose of this study is to develop a speech corpus for standard Korean speech. For the samples to viablyrepresent the state of spoken Korean, demographic factors were considered to modulate a balanced spread of age, gender, anddialects. Nine separate regional dialects were categorized, and five age groups were established from individuals in their 20sto 60s. A speech-sample collection protocol was developed for the purpose of this study where each speaker performs fivetasks: two reading tasks, two semi-spontaneous speech tasks, and one spontaneous speech task. This particular configurationof sample data collection accommodates gathering of rich and well-balanced speech-samples across various speech types, andis expected to improve the utility of the speech corpus developed in this study. Samples from 639 individuals were collectedusing the protocol. Speech samples were collected also from other sources, for a combined total of samples from 1,012individuals.
신지영	The purpose of this paper is to report the whole process of developing Korean Standard Speech Database (KSS DB). This project is supported by SPO (Supreme Prosecutors’ Office) research grant for three years from 2014 to 2016. KSS DB is designed to provide speech data for acoustic-phonetic and phonological studies and speaker recognition system. For the samples to represent the spoken Korean, sociolinguistic factors, such as region (9 regional dialects), age (5 age groups over 20) and gender (male and female) were considered. The goal of the project is to collect over 3,000 male and female speakers of nine regional dialects and five age groups employing direct and indirect methods. Speech samples of 3,191 speakers (2,829 speakers and 362 speakers using direct and indirect methods, respectively) are collected and databased. KSS DB designs to collect read and spontaneous speech samples from each speaker carrying out 5 speech tasks: three (pseudo-)spontaneous speech tasks (producing prolonged simple vowels, 28 blanked sentences and spontaneous talk) and two read speech tasks (reading 55 phonetically and phonologically rich sentences and reading three short passages). KSS DB includes a 16-bit, 44.1kHz speech waveform file and a orthographic file for each speech task.
신지영	This study aimed to investigate the correlation between speaker's chronological age (CA) and perceived age (PA) and to specify the effect of pitch and speech rate as acoustic cue on judging age, using perceptual testing and acoustic analysis. Three tasks were conducted to identify the degree of listener’s accuracy about age estimation. Three perception tasks were conducted to measure the accuracy of 80 Korean listeners when presented with different types of speech. In all the tasks, participants listened to speech samples and gave their estimate of the speaker’s age in figures. It was found that Korean listeners are able to gauge the age of a speaker fairly precisely. CA and mean PA were positively correlated in all three tasks. It is clear that the amount and type of information included in the voice samples affected the accuracy of a listener’s judgement. Moreover, the result revealed that listeners make use of acoustic information such as pitch and speech rate to estimate speaker’s age.
엄태웅	Recently, as the number of questions about the educational value and the efficiency of the conventional teaching methods is increasing, innovative teaching methods such as flipped learning, problem-based learning (PBL), self-directed learning are proposed as alternatives. These alternatives are key to refraining from the one-way method of teaching information to teach new knowledge to students in the classroom, and focusing on problem solving rather than knowledge transfer in the classroom.In this article, we have examined the commonalities and differences of recent innovative methods of education compared with classical and Chinese literature majors in the Department of Korean Language and Literature, Graduate School of Korea University. As a result, graduate school's teaching method showed problem solving tendency as innovative teaching method. There were also substantial differences. In addition to the curriculum, the postgraduate education takes the form of supporting a regular curriculum, with various seminars run by students autonomously, performing the functions of comparison and program.This shows two characteristics. First, graduate education has a complementary relationship between formal education and seminars. Second, while innovative teaching methods are fully led by professors, graduate education is led by students and is carried out in equal relationships without the hierarchical relationship between professors and students. Therefore, postgraduate education is beyond the innovative educational methods that are emerging recently.
